All_species,Added_species
Torilis ucranica,
Tornabea scutellifera,
Tornabea seedling,
Tornabea sp.,
Tortella densa,
Tortella flavovirens,
Tortella fragilis,
Tortella inclinata,
Tortella inflexa,
Tortella nitida,
Tortella seedling,
Tortella sp.,
Tortella tortuosa,
Tortula amplexa,
Tortula canescens,
Tortula cuneifolia,
Tortula freibergii,
Tortula intermedia,
Tortula laevipila,
Tortula latifolia,
Tortula marginata,
Tortula muralis,
Tortula norvegica,
Tortula papillosa,
Tortula princeps,
Tortula rhizophylla,
Tortula ruralis ssp ruraliformis,
Tortula ruralis ssp ruralis,
Tortula seedling,
Tortula sp.,
Tortula subulata,
Tortula vahliana,
Tortula virescens,
Trachelium caeruleum,
Trachelium seedling,
Trachelium sp.,
Trachycarpus fortunei,
Trachycarpus seedling,
Trachycarpus sp.,
Trachymene cyanopetala,
Trachymene pilosa,
Trachymene seedling,
Trachymene sp.,
Trachyspermum ammi,
Trachyspermum seedling,
Trachyspermum sp.,
Trachystemon orientalis,
Trachystemon seedling,
Trachystemon sp.,
Tradescantia fluminensis,
Tradescantia pallida,
Tradescantia seedling,
Tradescantia sp.,
Tradescantia virginiana,
Tradescantia zebrina,
Tragopogon crocifolius,
Tragopogon hybridus,
Tragopogon porrifolius,
Tragopogon pratensis,
Tragopogon pratensis subsp. minor,
Tragopogon pratensis subsp. orientalis,
Tragopogon pratensis subsp. pratensis,
Tragopogon pratensis x porrifolius = T. x mirabilis,
Tragopogon seedling,
Tragopogon sp.,
Tragus australianus,
Tragus berteronianus,
Tragus koelerioides,
Tragus racemosus,
Tragus seedling,
Tragus sp.,
Trapelia coarctata,
Trapelia corticola,
Trapelia involuta,
Trapelia mooreana,
Trapelia obtegens,
Trapelia placodioides,
Trapelia seedling,
Trapelia sp.,
Trapeliopsis aeneofusca,
Trapeliopsis flexuosa,
Trapeliopsis gelatinosa,
Trapeliopsis glaucolepidea,
Trapeliopsis granulosa,
Trapeliopsis percrenata,
Trapeliopsis pseudogranulosa,
Trapeliopsis seedling,
Trapeliopsis sp.,
Trapeliopsis viridescens,
Trapeliopsis wallrothii,
Tree cover (%),
"Tree height, metres",
Tree seedling,
Tree sp.,
Tremolecia atrata,
Tremolecia seedling,
Tremolecia sp.,
Trentepohlia seedling,
Trentepohlia sp.,
Tribolium echinatum,
Tribolium seedling,
Tribolium sp.,
Tribulus seedling,
Tribulus sp.,
Tribulus terrestris,
Trichocolea seedling,
Trichocolea sp.,
Trichocolea tomentella,
Tricholaena monachne,
Tricholaena seedling,
Tricholaena sp.,
Trichomanes seedling,
Trichomanes sp.,
Trichomanes speciosum,
Trichomanes venosum,
Trichophorum alpinum,
Trichophorum cespitosum,
Trichophorum cespitosum subsp. cespitosum,
Trichophorum cespitosum subsp. germanicum,
Trichophorum seedling,
Trichophorum sp.,
Trichostomopsis seedling,
Trichostomopsis sp.,
Trichostomopsis umbrosa,
Trichostomum brachydontium,
Trichostomum crispulum,
Trichostomum seedling,
Trichostomum sp.,
Tridens brasiliensis,
Tridens seedling,
Tridens sp.,
Trientalis borealis,
Trientalis europaea,
Trientalis seedling,
Trientalis sp.,
Trifolium affine,
Trifolium albidum,
Trifolium alexandrinum,
Trifolium alpestre,
Trifolium angulatum,
Trifolium angustifolium,
Trifolium arvense,
Trifolium aureum,
Trifolium badium,
Trifolium beckwithii,
Trifolium bocconei,
Trifolium campestre,
Trifolium cernuum,
Trifolium cherleri,
Trifolium ciliolatum,
Trifolium clypeatum,
Trifolium constantinopolitanum,
Trifolium dasyurum,
Trifolium depauperatum,
Trifolium diffusum,
Trifolium dubium,
Trifolium echinatum,
Trifolium fragiferum,
Trifolium fragiferum subsp. bonannii,
Trifolium fragiferum subsp. fragiferum,
Trifolium fucatum,
Trifolium gemellum,
Trifolium glomeratum,
Trifolium gracilentum,
Trifolium grandiflorum,
Trifolium hirtum,
Trifolium hybridum,
Trifolium hybridum subsp. elegans,
Trifolium hybridum subsp. hybridum,
Trifolium incarnatum,
Trifolium incarnatum incarnatum,
Trifolium incarnatum molinerii,
Trifolium incarnatum subsp. incarnatum,
Trifolium incarnatum subsp. molinerii,
Trifolium isthmocarpum,
Trifolium lappaceum,
Trifolium leucanthum,
Trifolium ligusticum,
Trifolium medium,
Trifolium michelianum,
Trifolium micranthum,
Trifolium microcephalum,
Trifolium mutabile,
Trifolium nervulosum,
Trifolium nigrescens,
Trifolium occidentale,
Trifolium ochroleucon,
Trifolium ornithopodioides,
Trifolium pallidum,
Trifolium pannonicum,
Trifolium patens,
Trifolium pilulare,
Trifolium pratense,
Trifolium purpureum,
Trifolium repens,
Trifolium repens/pratense,
Trifolium resupinatum,
Trifolium retusum,
Trifolium roussaeanum,
Trifolium scabrum,
Trifolium seedling,
Trifolium seedling/sp,
Trifolium sp.,
Trifolium spumosum,
Trifolium squamosum,
Trifolium squarrosum,
Trifolium stellatum,
Trifolium stipulaceum,
Trifolium striatum,
Trifolium strictum,
Trifolium subterraneum,
Trifolium suffocatum,
Trifolium tenuifolium,
Trifolium thalii,
Trifolium tomentosum,
Trifolium vesiculosum,
Trifolium wormskioldii,
Triglochin maritimum,
Triglochin palustre,
Triglochin seedling,
Triglochin sp.,
Trigonella arabica,
Trigonella aurantiaca,
Trigonella caelesyriaca,
Trigonella caerulea,
Trigonella caerulescens,
Trigonella corniculata,
Trigonella crassipes,
Trigonella fischeriana,
Trigonella foenum-graecum,
Trigonella glabra,
Trigonella gladiata,
Trigonella incisa,
Trigonella kotschyi,
Trigonella laciniata,
Trigonella maritima,
Trigonella monantha,
Trigonella monspeliaca,
Trigonella polyceratia,
Trigonella procumbens,
Trigonella seedling,
Trigonella sp.,
Trigonella stellata,
Trigonella tenuis,
Trimmatothele perquisita,
Trimmatothele seedling,
Trimmatothele sp.,
Trinia glauca,
Trinia seedling,
Trinia sp.,
Triodanis biflora,
Triodanis perfoliata,
Triodanis seedling,
Triodanis sp.,
Triplachne nitens,
Triplachne seedling,
Triplachne sp.,
Tripleurospermum inodorum,
Tripleurospermum maritimum,
Tripleurospermum maritimum agg.,
Tripleurospermum maritimum x inodorum,
Tripleurospermum seedling,
Tripleurospermum sp.,
Triptilodiscus pygmaeus,
Triptilodiscus seedling,
Triptilodiscus sp.,
Triraphis mollis,
Triraphis seedling,
Triraphis sp.,
Trisetaria aurea,
Trisetaria loeflingiana,
Trisetaria michelii,
Trisetaria panicea,
Trisetaria scabriuscula,
Trisetaria seedling,
Trisetaria sp.,
Trisetum flavescens,
Trisetum flavescens subsp. flavescens,
Trisetum flavescens subsp. purpurascens,
Trisetum seedling,
Trisetum sp.,
Trisetum spicatum,
Tristagma seedling,
Tristagma sp.,
Tristagma uniflorum,
Triticum aestivum,
Triticum dicoccon,
Triticum durum,
Triticum monococcum,
Triticum seedling,
Triticum sp.,
Triticum spelta,
Triticum turgidum,
Tritomaria exsecta,
Tritomaria exsectiformis,
Tritomaria polita,
Tritomaria quinquedentata,
Tritomaria seedling,
Tritomaria sp.,
Tritonia seedling,
Tritonia sp.,
Tritonia x crocosmiflora,
Triumfetta annua,
Triumfetta seedling,
Triumfetta sp.,
Troglophyton parvulum,
Troglophyton seedling,
Troglophyton sp.,
Trollius europaeus,
Trollius seedling,
Trollius sp.,
Tropaeolum majus,
Tropaeolum minus,
Tropaeolum peregrinum,
Tropaeolum seedling,
Tropaeolum sp.,
Tropaeolum speciosum,
Tsuga canadensis,
Tsuga heterophylla,
Tsuga seedling,
Tsuga sp.,
Tuberaria guttata,
Tuberaria lignosa,
Tuberaria seedling,
Tuberaria sp.,
Tulbaghia natalensis,
Tulbaghia seedling,
Tulbaghia sp.,
Tulipa gesneriana,
Tulipa greigii,
Tulipa saxatilis,
Tulipa seedling,
Tulipa sp.,
Tulipa sylvestris,
Turf fucoids,
Turf seedling,
Turf sp.,
Turgenia latifolia,
Turgenia seedling,
Turgenia sp.,
Tussilago farfara,
Tussilago seedling,
Tussilago sp.,
Tylothallia biformigera,
Tylothallia seedling,
Tylothallia sp.,
Typha angustifolia,
Typha latifolia,
Typha latifolia x angustifolia = T. x glauca,
Typha laxmannii,
Typha seedling,
Typha sp.,
Ugni molinae,
Ugni seedling,
Ugni sp.,
Ulex europaeus,
Ulex europaeus (g),
Ulex europaeus (s),
Ulex europaeus x gallii,
Ulex gallii,
Ulex gallii x minor,
Ulex minor,
Ulex seedling,
Ulex seedling/sp,
Ulex sp.,
Ulmus glabra,
Ulmus glabra (c),
Ulmus glabra (g),
Ulmus glabra (s),
Ulmus glabra subsp. glabra,
Ulmus glabra subsp. montana,
Ulmus glabra x minor = U. x vegeta,
Ulmus glabra x minor x plotii = U. x hollandica,
Ulmus glabra x plotii = U. ? x elegantissima,
Ulmus glabra x procera,
Ulmus laevis,
Ulmus minor,
Ulmus minor (c),
Ulmus minor (s),
Ulmus minor agg.,
Ulmus minor subsp. angustifolia,
Ulmus minor subsp. minor,
Ulmus minor subsp. sarniensis,
Ulmus minor x plotii = U. x viminalis,
Ulmus plotii,
Ulmus procera,
Ulmus procera (g),
Ulmus procera (s),
Ulmus procera x minor,
Ulmus procera x plotii,
Ulmus seedling,
Ulmus sp.,
Ulmus sp. (c),
Ulmus sp.(s),
Ulmus thomasii,
Ulota calvescens,
Ulota coarctata,
Ulota crispa,
Ulota crispa var crispa,
Ulota crispa var norvegica,
Ulota drummondii,
Ulota hutchinsiae,
Ulota phyllantha,
Ulota seedling,
Ulota sp.,
Umbellularia californica,
Umbellularia seedling,
Umbellularia sp.,
Umbilicaria crustulosa,
Umbilicaria cylindrica,
Umbilicaria deusta,
Umbilicaria grisea,
Umbilicaria hirsuta,
Umbilicaria hyperborea,
Umbilicaria nylanderiana,
Umbilicaria polyphylla,
Umbilicaria polyrrhiza,
Umbilicaria proboscidea,
Umbilicaria seedling,
Umbilicaria sp.,
Umbilicaria spodochroa,
Umbilicaria torrefacta,
Umbilicus rupestris,
Umbilicus seedling,
Umbilicus sp.,
Unidentified broadleaf seedling,
Unidentified conifer seedling,
Unidentified dicot seedling,
Unidentified fern gametophyte,
Unidentified grass seedling,
Unidentified seedling,
Unidentified sp.,
Urocarpidium peruvianum,
Urocarpidium seedling,
Urocarpidium shepardiae,
Urocarpidium sp.,
Urochloa panicoides,
Urochloa seedling,
Urochloa sp.,
Urospermum dalechampii,
Urospermum picroides,
Urospermum seedling,
Urospermum sp.,
Urtica dioica,
Urtica dioica subsp. dioica,
Urtica dioica subsp. galeopsifolia,
Urtica dioica var enermis,
Urtica flabellata,
Urtica incisa,
Urtica massaica,
Urtica pilulifera,
Urtica seedling,
Urtica sp.,
Urtica urens,
Usnea articulata,
Usnea ceratina,
Usnea chaetophora,
Usnea cornuta,
Usnea esperantiana,
Usnea filipendula,
Usnea flammea,
Usnea florida,
Usnea fragilescens,
Usnea fulvoreagens,
Usnea glabrata,
Usnea glabrescens,
Usnea hirta,
Usnea madeirensis,
Usnea rubicunda,
Usnea seedling,
Usnea sp.,
Usnea subfloridana,
Usnea subscabrosa,
Usnea wasmuthii,
Usnea wirthii,
Utricularia australis,
Utricularia intermedia,
Utricularia intermedia agg.,
Utricularia minor,
Utricularia ochroleuca,
Utricularia seedling,
Utricularia sp.,
Utricularia stygia,
Utricularia vulgaris,
Utricularia vulgaris agg.,
Vaccaria hispanica,
Vaccaria seedling,
Vaccaria sp.,
Vaccinium corymbosum,
Vaccinium macrocarpon,
Vaccinium microcarpum,
Vaccinium myrtillus,
Vaccinium oxycoccos,
Vaccinium seedling,
Vaccinium sp.,
Vaccinium uliginosum,
Vaccinium vitis-idaea,
Vaccinium vitis-idaea x myrtillus = V. x intermedium,
Vaccinium x intermedium,
Valantia muralis,
Valantia seedling,
Valantia sp.,
Valeriana dioica,
Valeriana officinalis,
Valeriana phu,
Valeriana pyrenaica,
Valeriana seedling,
Valeriana sp.,
Valerianella carinata,
Valerianella coronata,
Valerianella dentata,
Valerianella discoidea,
Valerianella eriocarpa,
Valerianella kotschyi,
Valerianella locusta,
Valerianella microcarpa,
Valerianella rimosa,
Valerianella seedling,
Valerianella sp.,
Vallisneria seedling,
Vallisneria sp.,
Vallisneria spiralis,
Vancouveria planipetala,
Vancouveria seedling,
Vancouveria sp.,
Varrucaria calciseda,
Varrucaria seedling,
Varrucaria sp.,
Velezia rigida,
Velezia seedling,
Velezia sp.,
Vellereophyton dealbatum,
Vellereophyton seedling,
Vellereophyton sp.,
Ventenata dubia,
Ventenata macra,
Ventenata seedling,
Ventenata sp.,
Veratrum seedling,
Veratrum sp.,
Veratrum viride,
Verbascum blattaria,
Verbascum blattaria x nigrum = V. x intermedium,
Verbascum boerhavii,
Verbascum bombyciferum,
Verbascum chaixii,
Verbascum creticum,
Verbascum densiflorum,
Verbascum lychnitis,
Verbascum nigrum,
Verbascum nigrum x lychnitis = V. x incanum,
Verbascum nigrum x pulverulentum = V. x mixtum,
Verbascum olympicum,
Verbascum ovalifolium,
Verbascum phlomoides,
Verbascum phlomoides x thapsus = V. x kerneri,
Verbascum phoeniceum,
Verbascum pulverulentum,
Verbascum pulverulentum x lychnitis = V. x regelianum,
Verbascum pyramidatum,
Verbascum pyramidatum x nigrum,
Verbascum pyramidatum x thapsus,
Verbascum seedling,
Verbascum sinuatum,
Verbascum sp.,
Verbascum speciosum,
Verbascum thapsus,
Verbascum thapsus subsp. giganteum,
Verbascum thapsus x lychnitis = V. x thapsi,
Verbascum thapsus x nigrum = V. x semialbum,
Verbascum thapsus x pulverulentum = V. x godronii,
Verbascum thapsus x speciosum = V. x duernsteinense,
Verbascum virgatum,
Verbascum virgatum x thapsus = V. x lemaitrei,
Verbascum x semialbum,
Verbena bonariensis,
Verbena bracteata,
Verbena elegans,
Verbena hastata,
Verbena hispida,
Verbena litoralis,
Verbena menthifolia,
Verbena officinalis,
Verbena platensis,
Verbena rigida,
Verbena seedling,
Verbena sp.,
Verbena supina,
Verbena tenuisecta,
Verbena urticifolia,
Verbena x hybrida,
Verbesina australis,
Verbesina encelioides,
Verbesina seedling,
Verbesina sp.,
Veronica acinifolia,
Veronica agrestis,
Veronica alpina,
Veronica anagallis-aquatica,
Veronica anagallis-aquatica x catenata = V. x lackschewitzii,
Veronica arvensis,
Veronica austriaca,
Veronica austriaca subsp. teucrium,
Veronica bachofenii,
Veronica beccabunga,
Veronica calycina,
Veronica campylopoda,
Veronica catenata,
Veronica chamaedrys,
Veronica chamaepithyoides,
Veronica crista-galli,
Veronica cymbalaria,
Veronica filiformis,
Veronica fruticans,
Veronica gentianoides,
Veronica glauca,
Veronica grandis,
Veronica grisebachii,
Veronica hederifolia,
Veronica hederifolia subsp. hederifolia,
Veronica hederifolia subsp. lucorum,
Veronica longifolia,
Veronica longifolia x spicata,
Veronica montana,
Veronica officinalis,
Veronica opaca,
Veronica orientalis,
Veronica paniculata,
Veronica peregrina,
Veronica persica,
Veronica polita,
Veronica praecox,
Veronica prostrata,
Veronica repens,
Veronica scutellata,
Veronica seedling,
Veronica seedling/sp,
Veronica serpyllifolia,
Veronica serpyllifolia humifusa,
Veronica serpyllifolia serpyllifolia,
Veronica serpyllifolia subsp. humifusa,
Veronica serpyllifolia subsp. serpyllifolia,
Veronica sp.,
Veronica spicata,
Veronica spicata ssp spicata,
Veronica spicata subsp. hybrida,
Veronica spicata subsp. orchidea,
Veronica spicata subsp. spicata,
Veronica triphyllos,
Veronica urticifolia,
Veronica verna,
Veronicastrum seedling,
Veronicastrum sp.,
Veronicastrum virginicum,
Verrucaria aethiobola,
Verrucaria amphibia,
Verrucaria aquatilis,
Verrucaria aranensis,
Verrucaria aspiciliicola,
Verrucaria baldensis,
Verrucaria bryoctona,
Verrucaria bulgarica,
Verrucaria caerulea,
Verrucaria cyanea,
Verrucaria degelii,
Verrucaria ditmarsica,
Verrucaria dolosa,
Verrucaria dufourii,
Verrucaria elaeomelaena,
Verrucaria funckii,
Verrucaria fusconigrescens,
Verrucaria glaucina,
Verrucaria halizoa,
Verrucaria hochstetteri,
Verrucaria hydrela,
Verrucaria internigrescens,
Verrucaria knowlesiae,
Verrucaria latebrosa,
Verrucaria latericola,
Verrucaria macrostoma,
Verrucaria margacea,
Verrucaria maura,
Verrucaria mucosa,
Verrucaria muralis,
Verrucaria murina,
Verrucaria nigrescens,
Verrucaria ochrostoma,
Verrucaria papillosa,
Verrucaria parmigerella,
Verrucaria pinguicula,
Verrucaria praetermissa,
Verrucaria prominula,
Verrucaria rheitrophila,
Verrucaria sandstedei,
Verrucaria seedling,
Verrucaria simplex,
Verrucaria sp.,
Verrucaria striatula,
Verrucaria viridula,
Verrucaria xyloxena,
Vestergrenopsis elaeina,
Vestergrenopsis seedling,
Vestergrenopsis sp.,
Vezdaea acicularis,
Vezdaea aestivalis,
Vezdaea leprosa,
Vezdaea retigera,
Vezdaea rheocarpa,
Vezdaea seedling,
Vezdaea sp.,
Viburnum farreri,
Viburnum farreri x grandiflorum = V. x bodnantense,
Viburnum lantana,
Viburnum lantana (g),
Viburnum lantana (s),
Viburnum lantana x rhytidophyllum = V. x rhytidophylloides,
Viburnum lantanoides,
Viburnum opulus,
Viburnum opulus (g),
Viburnum opulus (s),
Viburnum rhytidophyllum,
Viburnum seedling,
Viburnum sp.,
Viburnum tinus,
Vicia altissima,
Vicia amoena,
Vicia articulata,
Vicia benghalensis,
Vicia bithynica,
Vicia cassubica,
Vicia cracca,
Vicia cracca subsp. cracca,
Vicia cracca subsp. gerardii,
Vicia cretica,
Vicia ervilia,
Vicia faba,
Vicia grandiflora,
Vicia hirsuta,
Vicia hookeri,
Vicia hybrida,
Vicia hyrcanica,
Vicia lathyroides,
Vicia leucantha,
Vicia lutea,
Vicia lutea subsp. lutea,
Vicia lutea subsp. vestita,
Vicia melanops,
Vicia monantha,
Vicia narbonensis,
Vicia onobrychioides,
Vicia orobus,
Vicia palaestina,
Vicia pannonica,
Vicia parviflora,
Vicia peregrina,
Vicia pubescens,
Vicia pyrenaica,
Vicia sativa,
Vicia sativa nigra,
Vicia sativa subsp. nigra,
Vicia sativa subsp. sativa,
Vicia sativa subsp. segetalis,
Vicia seedling,
Vicia seedling/sp,
Vicia sepium,
Vicia sepium/sativa,
Vicia sp.,
Vicia sylvatica,
Vicia tenuifolia,
Vicia tenuissima,
Vicia tetrasperma,
Vicia villosa,
Vigna radiata,
Vigna seedling,
Vigna sp.,
Villanova dissecta,
Villanova seedling,
Villanova sp.,
Vinca difformis,
Vinca major,
Vinca minor,
Vinca seedling,
Vinca sp.,
Vincetoxicum nigrum,
Vincetoxicum seedling,
Vincetoxicum sp.,
Viola arvensis,
Viola biflora,
Viola canina,
Viola canina subsp. canina,
Viola canina subsp. montana,
Viola canina x lactea,
Viola canina x persicifolia = V. x ritschliana,
Viola cornuta,
Viola declinata,
Viola hirta,
Viola kitaibeliana,
Viola labradorica,
Viola lactea,
Viola lactea x riviniana,
Viola lutea,
Viola lutea x tricolor,
Viola lutea x tricolor x altaica = V. x wittrockiana,
Viola odorata,
Viola odorata x hirta = V. x scabra,
Viola palustris,
Viola palustris subsp. juressi,
Viola palustris subsp. palustris,
Viola pensylvanica,
Viola persicifolia,
Viola reichenbachiana,
Viola reichenbachiana x canina = V. x mixta,
Viola riviniana,
Viola riviniana x canina = V. x intersita,
Viola riviniana x lactea,
Viola riviniana x reichenbachiana = V. x bavarica,
Viola riviniana x rupestris,
Viola riviniana/reichenbachiana,
Viola rupestris,
Viola rupestris x riviniana = V. x burnatii,
Viola seedling,
Viola seedling/sp,
Viola sp.,
Viola tricolor,
Viola tricolor curtisii,
Viola tricolor subsp. curtisii,
Viola tricolor subsp. tricolor,
Viola tricolor x arvensis = V. x contempta,
Viscum album,
Viscum seedling,
Viscum sp.,
Vitis coignetiae,
Vitis seedling,
Vitis sp.,
Vitis vinifera,
Vittadinia seedling,
Vittadinia sp.,
Vittadinia triloba,
Volutaria lippii,
Volutaria seedling,
Volutaria sp.,
Vulpia alopecuros,
Vulpia australis,
Vulpia bromoides,
Vulpia ciliata,
Vulpia ciliata ambigua,
Vulpia ciliata subsp. ambigua,
Vulpia ciliata subsp. ciliata,
Vulpia fasciculata,
Vulpia geniculata,
Vulpia membranacea,
Vulpia muralis,
Vulpia myuros,
Vulpia seedling,
Vulpia sicula,
Vulpia sp.,
Vulpia unilateralis,
Vulpiella seedling,
Vulpiella sp.,
Vulpiella tenuis,
Wadeana dendrographa,
Wadeana minuta,
Wadeana seedling,
Wadeana sp.,
Wahlenbergia hederacea,
Wahlenbergia lobelioides,
Wahlenbergia nutabunda,
Wahlenbergia seedling,
Wahlenbergia sp.,
Wahlenbergia trichogyna,
Waldsteinia fragarioides,
Waldsteinia seedling,
Waldsteinia sp.,
Waldsteinia ternata,
Wangenheimia lima,
Wangenheimia seedling,
Wangenheimia sp.,
Water depth,
Water seedling,
Water sp.,
Watsonia beatricis,
Watsonia borbonica,
Watsonia borbonica subsp. ardernei,
Watsonia seedling,
Watsonia sp.,
Weigela florida,
Weigela japonica,
Weigela seedling,
Weigela sp.,
Weissia controversa,
Weissia controversa var crispata,
Weissia longifolia,
Weissia longifolia var angustifolia,
Weissia microstoma,
Weissia perssonii,
Weissia rostellata,
Weissia rutilans,
Weissia seedling,
Weissia sp.,
Weissia squarrosa,
Weissia sterilis,
Weissia tortilis,
Weissia wimmerana,
Wiedemannia orientalis,
Wiedemannia seedling,
Wiedemannia sp.,
Wisteria floribunda,
Wisteria seedling,
Wisteria sinensis,
Wisteria sp.,
Wisteria venusta,
Wolffia arrhiza,
Wolffia seedling,
Wolffia sp.,
Woodsia alpina,
Woodsia ilvensis,
Woodsia seedling,
Woodsia sp.,
Woodwardia radicans,
Woodwardia seedling,
Woodwardia sp.,
X Agropogon lutosus,
X seedling,
X sp.,
Xanthium ambrosioides,
Xanthium seedling,
Xanthium sp.,
Xanthium spinosum,
Xanthium strumarium,
Xanthocyparis nootkatensis,
Xanthocyparis seedling,
Xanthocyparis sp.,
Xanthoria calcicola,
Xanthoria candelaria,
Xanthoria ectaneoides,
Xanthoria elegans,
Xanthoria parietina,
Xanthoria polycarpa,
Xanthoria seedling,
Xanthoria sp.,
Xeranthemum annuum,
Xeranthemum cylindraceum,
Xeranthemum inapertum,
Xeranthemum seedling,
Xeranthemum sp.,
Xerotrema megalospora,
Xerotrema seedling,
Xerotrema sp.,
Xylographa abietina,
